id;title;release_date;genre;description;budget;gross_earnings;world_wide_earnings
2667;Head of State;3/28/2003;Comedy;When a presidential candidate dies unexpectedly in the middle of the campaign, Washington, D.C. alderman, Mays Gilliam is unexpectedly picked as his replacement.;35200000.0;38125247.0;38620484.0
2669;Lara Croft Tomb Raider: The Cradle of Life;8/22/2003;Action, Adventure, Fantasy;Adventurer Lara Croft goes on a quest to save the mythical Pandora\'s Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.;95000000.0;65660196.0;156505388.0
2670;The Last Samurai;1/9/2004;Action, Drama, War;An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.;140000000.0;111127263.0;454627263.0
2671;Matchstick Men;9/26/2003;Comedy, Crime, Drama;A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former\'s teenage daughter arrives unexpectedly.;62000000.0;36906460.0;65565672.0
2672;Pirates of the Caribbean: The Curse of the Black Pearl;8/8/2003;Action, Adventure, Fantasy;"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor\'s daughter, from Jack\'s former pirate allies, who are now undead.";140000000.0;305413918.0;654264015.0
2673;Showboy;6/22/2002;Comedy, Drama;Fired from a TV show, a writer looks into becoming a chorus boy while a documentary crew follows his efforts.;300000.0;34646.0;34646.0
2674;Stander;10/10/2003;Action, Biography, Crime;The life and career of Andre Stander, a South African police officer turned bank robber.;15000000.0;31651.0;272791.0
2675;Biker Boyz;6/27/2003;Action, Drama;A son of the leader of a legendary group of an urban biker gang tries to retain his championship title.;24000000.0;22076772.0;23510601.0
2676;Civil Brand;5/26/2002;Drama, Thriller, Crime;Women prisoners strike up a friendship with a young law student who works as a part-time prison guard. Together they discover that a corporation funds and is profitting from the ...;500000.0;254293.0;254293.0
2677;Envy;9/10/2004;Comedy;A man becomes increasingly jealous of his friend\'s newfound success.;40000000.0;13562325.0;14494036.0
2678;Good Boy!;12/19/2003;Comedy, Drama, Family;An intergalactic dog pilot from Sirius (the dog star), visits Earth to verify the rumors that dogs have failed to take over the planet.;18000000.0;37667746.0;45490616.0
2679;The Great Raid;8/12/2005;Action, Drama, War;Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them.;80000000.0;10167373.0;10777375.0
2680;In My Sleep;4/23/2010;Drama, Mystery, Thriller;Marcus is a popular massage therapist who struggles with parasomnia, a severe sleepwalking disorder that causes him to do things in his sleep that he cannot remember the next day. When he ...;1000000.0;30158.0;30158.0
2681;Mystic River;10/24/2003;Crime, Drama, Mystery;The lives of three men who were childhood friends are shattered when one of them has a family tragedy.;25000000.0;90135191.0;156595191.0
2682;Over the Hedge;6/30/2006;Animation, Adventure, Comedy;A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.;80000000.0;155019340.0;336002996.0
2683;Secondhand Lions;10/24/2003;Comedy, Drama, Family;A coming-of-age story about a shy, young boy sent by his irresponsible mother to spend the summer with his wealthy, eccentric uncles in Texas.;30000000.0;42070939.0;47913828.0
2684;The Stepford Wives;7/30/2004;Comedy, Horror, Sci-Fi;The secret to a Stepford wife lies behind the doors of the Men\'s Association of how women become different and immobilized robots.;90000000.0;59484742.0;101297248.0
2685;The Whole Ten Yards;4/9/2004;Comedy, Crime, Thriller;Jimmy the Tulip\'s (Willis) quiet new life is shaken up by his old pal Oz (Perry), whose wife (Henstridge) has been kidnapped by a Hungarian mob. The Tulip and his wife Jill (Peet) spring into action.;40000000.0;16328471.0;25449487.0
2686;Around the World in 80 Days;7/9/2004;Action, Adventure, Comedy;To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.;110000000.0;24008137.0;72178895.0
2687;Catwoman;8/13/2004;Action, Crime, Fantasy;A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.;100000000.0;40202379.0;82102379.0
2688;Coraline;5/8/2009;Animation, Drama, Fantasy;An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.;60000000.0;75286229.0;124596398.0
2689;Ella Enchanted;12/17/2004;Comedy, Family, Fantasy;Ella is under a spell to be constantly obedient, a fact she must hide from her new step-family in order to protect the prince of the land, her friend for whom she\'s falling.;31000000.0;22918387.0;27388767.0
2690;The Rundown;3/26/2004;Action, Adventure, Comedy;A tough aspiring chef is hired to bring home a mobster\'s son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure.;85000000.0;47726342.0;80981914.0
2691;Love Object;9/8/2004;Drama, Horror, Romance;"The twisted tale of Kenneth, socially insecure technical writer who forms an obsessive relationship with ""Nikki"", an anatomically accurate silicone sex doll he orders over the Internet. ...";1000000.0;6028.0;6028.0
2692;Malibu's Most Wanted;4/18/2003;Comedy, Crime;A senator arranges for his son, a rich white kid who fancies himself black, to be kidnapped by a couple of black actors pretending to be murderers to try and shock him out of his plans to become a rapper.;15000000.0;34432201.0;34622504.0
2693;Man on Fire;10/8/2004;Action, Crime, Drama;In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.;70000000.0;77911774.0;130293714.0
2694;Thirteen;9/19/2003;Drama;A thirteen-year-old girl\'s relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.;2000000.0;4601043.0;10128960.0
2695;Under the Tuscan Sun;3/26/2004;Comedy, Drama, Romance;A writer impulsively buys a villa in Tuscany in order to change her life.;18000000.0;43610723.0;58878723.0
2696;American Wedding;8/15/2003;Comedy;It\'s the wedding of Jim and Michelle and the gathering of their families and friends, including Jim\'s old friends from high school and Michelle\'s little sister.;55000000.0;104565114.0;230990229.0
2697;Brother Bear;12/5/2003;Animation, Adventure, Comedy;When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.;128000000.0;85336277.0;250397798.0
2698;Dumb and Dumberer: When Harry Met Lloyd;6/13/2003;Comedy;Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.;19000000.0;26276465.0;39267515.0
2699;Freddy vs. Jason;8/15/2003;Action, Horror;Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they\'re out to get each other, too.;30000000.0;82622655.0;114908830.0
2700;Seabiscuit;11/7/2003;Drama, History, Sport;True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.;87000000.0;120277854.0;148336445.0
2701;Torque;3/5/2004;Action, Comedy, Crime;A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.;40000000.0;21215059.0;46546197.0
2702;Hollywood Homicide;8/29/2003;Action, Comedy, Crime;Two LAPD detectives who moonlight in other fields investigate the murder of an up-and-coming rap group.;75000000.0;30940691.0;51142659.0
2703;Wilbur Wants to Kill Himself;11/8/2002;Comedy, Drama, Romance;The good-hearted Harbour has spent his whole life trying to take care of his motherless and suicidal little brother, Wilbur. The brothers are inseparable. When in their thirties, they lose ...;4000000.0;235294.0;1546505.0
2704;xXx: State of the Union;4/29/2005;Action, Adventure, Crime;Darius Stone, a new agent in the xXx program, is sent to Washington, D.C. to stop a coup attempt against the President of the United States.;60000000.0;26873932.0;71022693.0
2705;The Brown Bunny;11/14/2003;Drama;Professional motorcycle racer Bud Clay heads from New Hampshire to California to race again. Along the way he meets various needy women who provide him with the cure to his own loneliness, but only a certain woman from his past will truly satisfy him.;10000000.0;366301.0;402599.0
2706;Charly;9/20/2002;Comedy, Drama, Romance;Sam Roberts thinks he has all the answers: the purpose of life, the meaning of love, the plan for a perfect future. Until Charly walks into his life.;950000.0;814666.0;814666.0
2708;Harry Potter and the Goblet of Fire;11/18/2005;Adventure, Family, Fantasy;A young wizard finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.;150000000.0;290417905.0;896346229.0
2710;The Punisher;9/24/2004;Action, Crime, Drama;An undercover FBI agent becomes a vigilante assassin and sets out to unleash his wrath upon the corrupt businessman who slaughtered his entire family at a reunion.;33000000.0;33810189.0;54700105.0
2711;The Intended;7/18/2003;Drama, Thriller;A period drama/thriller about a surveyor and his fiancée who arrive in a remote Malaysian trading post and encounter a closed-fisted ivory trader and her ill-meaning family.;3800000.0;8106.0;16290.0
2712;Scooby-Doo 2: Monsters Unleashed;4/2/2004;Adventure, Comedy, Family;"The Mystery Inc. gang must save Coolsville from an attack of past unmasked monsters brought to life by an evil masked figure trying to ""unmask"" the gang.";80000000.0;84216833.0;181216833.0
2713;Man of the House;4/8/2005;Comedy, Crime;A Texas Ranger must protect a group of cheerleaders who have witnessed a murder.;40000000.0;19699706.0;21577624.0
2714;Club Dread;2/27/2004;Comedy, Horror, Mystery;When a serial killer interrupts the fun at the swanky Coconut Pete\'s Coconut Beach Resort--a hedonistic island paradise for swingers--it\'s up to the club\'s staff to stop the violence...or at least hide it.;8600000.0;5001708.0;7565807.0
2715;Fever Pitch;8/12/2005;Comedy, Drama, Romance;Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.;30000000.0;42071069.0;50451307.0
2716;The Notebook;6/25/2004;Drama, Romance;A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.;29000000.0;81001787.0;115533700.0
2717;Saved!;10/29/2004;Comedy, Drama;When a girl attending a Christian high school becomes pregnant, she finds herself ostracized and demonized, as all of her former friends turn on her.;5000000.0;8940582.0;10156933.0
2718;The School of Rock;2/6/2004;Comedy, Music;After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn them into a rock band.;35000000.0;81261177.0;131095614.0
2719;Troy;5/21/2004;Drama, History;An adaptation of Homer\'s great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.;175000000.0;133378256.0;497409852.0
2720;Dom durakov;12/6/2002;Drama, Music, Romance;In the midst of the Chechen War, a remote psychiatric institution is left without staff leaving the patients to fend for themselves. Based on a true story.;2500000.0;57862.0;157613.0
2721;Intermission;8/29/2003;Comedy, Crime, Drama;A variety of losers in Dublin have harrowingly farcical intersecting stories of love, greed and violence.;5000000.0;896993.0;4856298.0
2722;My Baby's Daddy;1/9/2004;Comedy;A trio of young men (Griffin, Anderson, and Imperioli) are forced to grow up quick when their girlfriends all become pregnant around the same time.;12000000.0;17669317.0;18364273.0
2724;Garden State;4/8/2005;Comedy, Drama, Romance;A quietly troubled young man returns home for his mother\'s funeral after being estranged from his family for a decade.;2500000.0;26782316.0;35825316.0
2725;Legally Blonde 2: Red, White & Blonde;8/1/2003;Comedy;Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.;45000000.0;90186328.0;124914842.0
2726;The Company;5/20/2004;Drama, Music, Romance;Ensemble drama centered around a group of ballet dancers, with a focus on one young dancer who\'s poised to become a principal performer.;15000000.0;2283914.0;6415017.0
2727;Girl with a Pearl Earring;1/16/2004;Biography, Drama, Romance;A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.;12000000.0;11670971.0;29882846.0
2728;Godsend;7/2/2004;Action, Drama, Fantasy;A couple agree to have their deceased son cloned, under the supervision of an enigmatic doctor, but bizarre things start to happen several years after his rebirth.;25000000.0;14379751.0;30114487.0
2729;The Ladykillers;6/25/2004;Comedy, Crime, Thriller;An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady.;35000000.0;39799191.0;76665191.0
2730;Lost in Translation;1/9/2004;Drama;A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.;4000000.0;44585453.0;118685453.0
2731;The Passion of the Christ;3/12/2004;Drama;Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.;30000000.0;370782930.0;610061517.0
2732;Starsky & Hutch;3/12/2004;Comedy, Crime;"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".";60000000.0;88237754.0;170268750.0
2733;Win a Date with Tad Hamilton!;4/23/2004;Comedy, Romance;A small-town girl wins a date with a male celebrity through a contest. When the date goes better than expected, a love triangle forms between the girl, the male celebrity, and the girl\'s best friend.;22000000.0;17071962.0;20862484.0
2734;Wonderland;5/7/2004;Crime, Drama, Mystery;In the police investigation of a brutal crime scene, one man was at the center of it all: legendary porn star John Holmes.;5000000.0;1060512.0;2466444.0
2736;13 Going on 30;8/6/2004;Comedy, Fantasy, Romance;A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.;37000000.0;57231747.0;96455697.0
2737;Barbershop 2: Back in Business;2/6/2004;Comedy, Drama;The owner of an historic South Side Chicago barbershop is pressured to sell out to a land developer, but must face the impact this would have on his close-knit community.;30000000.0;65111277.0;65991448.0
2738;Bomb the System;12/1/2002;Action, Drama;A tribute to graffiti art and the city where it all began. Blest, a 19-year-old graffiti writer, has just graduated from high school. With no ambition toward mainstream goals of work and ...;500000.0;15520.0;15520.0
2739;The Boys from County Clare;3/24/2006;Comedy, Music, Romance;In 1965, Jimmy McMahon and his group of Liverpudlians plot to win the annual céilí music competition in Ireland.;8000000.0;142872.0;151869.0
2740;On the Road;10/12/2012;Adventure, Drama, Romance;Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly.;25000000.0;744296.0;8784318.0
2741;The Prince & Me;7/16/2004;Comedy, Family, Romance;"At college Paige meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan.";22000000.0;28176497.0;37666766.0
2742;Rugrats Go Wild;8/8/2003;Animation, Adventure, Comedy;The Rugrats get tangled in an exotic adventure, where they\'re helped by the Thornberrys, a family that travels the world making nature documentaries.;25000000.0;39402572.0;55250496.0
2744;Something's Gotta Give;2/6/2004;Comedy, Drama, Romance;A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.;80000000.0;124728738.0;265328738.0
2745;Birth;11/5/2004;Drama, Fantasy, Mystery;A young boy attempts to convince a woman that he is her dead husband reborn.;20000000.0;5095038.0;23925492.0
2746;Calendar Girls;9/12/2003;Comedy, Drama;A Women\'s Institute chapter\'s fundraising effort for a local hospital by posing nude for a calendar becomes a media sensation.;10000000.0;31041759.0;93400759.0
2747;Catch That Kid;2/6/2004;Adventure, Comedy, Crime;A girl and her two friends raid a bank, looking for the money needed for financing the cure of her dying father.;12000000.0;16703799.0;16930762.0
2748;Cellular;9/24/2004;Action, Crime, Thriller;"A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped; and the kidnappers have targeted her husband and child next.";25000000.0;32003620.0;56051920.0
2749;Live Free or Die Hard;7/6/2007;Action, Thriller;John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.;110000000.0;134529403.0;383531464.0
2751;Eternal Sunshine of the Spotless Mind;4/30/2004;Drama, Romance, Sci-Fi;When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.;20000000.0;34400301.0;72258126.0
2752;Fakers;11/5/2004;Comedy, Crime;FAKERS is a sharp, fast moving tale of blackmail and forgery set in the upper echelons of the international art society. Set in present day London and 1911 Italy.;1800000.0;49880.0;49880.0
2753;Grind;8/15/2003;Adventure, Comedy, Sport;Four skaters follow their idol on his summer tour in an attempt to get noticed, get sponsored, and become stars themselves.;6000000.0;5123696.0;5141166.0
2754;The Haunted Mansion;2/13/2004;Comedy, Family, Fantasy;A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected.;90000000.0;75847266.0;182290266.0
2756;Dirty Dancing: Havana Nights;2/27/2004;Drama, Music, Romance;High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.;25000000.0;14161590.0;27685016.0
2758;The Missing;2/27/2004;Adventure, Thriller, Western;In 1885 New Mexico, a frontier medicine woman forms an uneasy alliance with her estranged father when her daughter is kidnapped by an Apache brujo.;60000000.0;27011180.0;38364277.0
2759;Lucky You;6/22/2007;Drama, Romance, Sport;A hotshot poker player tries to win a tournament in Vegas, but is fighting a losing battle with his personal problems.;55000000.0;5758950.0;8382477.0
2760;Nowhere Man;3/11/2005;Comedy, Crime, Drama;A desperate man ventures into a dangerous and sordid underworld of crime and pornography in search of his severed genitalia which is held for ransom by his disgruntled former girlfriend.;250000.0;3105.0;3105.0
2762;Paparazzi;1/28/2005;Action, Crime, Drama;A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.;20000000.0;15714234.0;16796512.0
2763;Paycheck;1/16/2004;Action, Mystery, Sci-Fi;What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he\'s being chased.;60000000.0;53790451.0;96269812.0
2764;The Polar Express;12/10/2004;Animation, Adventure, Comedy;On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.;165000000.0;187224490.0;313500433.0
2765;Spy Kids 3: Game Over;8/1/2003;Action, Adventure, Comedy;Carmen\'s caught in a virtual reality game designed by the Kids\' new nemesis, the Toymaker. It\'s up to Juni to save his sister, and ultimately the world.;38000000.0;111761982.0;197101678.0
2766;Stuck on You;1/2/2004;Comedy;Conjoined twins from Martha\'s Vineyard move to Los Angeles so that one of them can pursue an acting career.;55000000.0;33832741.0;65784503.0
2768;Van Helsing;5/7/2004;Action, Adventure, Fantasy;The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein\'s research and a werewolf for some sinister purpose.;160000000.0;120177084.0;300157638.0
2770;Mou gaan dou;12/12/2002;Crime, Drama, Mystery;A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.;6428966.0;169659.0;8836958.0
2772;The Aviator;1/14/2005;Biography, Drama;A biopic depicting the early years of legendary Director and aviator;110000000.0;102610330.0;213719942.0
2773;From Justin to Kelly;6/20/2003;Comedy, Musical, Romance;A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing.;12000000.0;4928883.0;4928883.0
2774;A Series of Unfortunate Events;12/17/2004;Adventure, Comedy, Family;When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents\' vast fortune.;140000000.0;118634549.0;208155332.0
2775;Mr 3000;9/17/2004;Comedy, Drama, Romance;Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn\'t quite reach 3,000 hits. Now at age 47 he\'s back to try and reach that goal.;30000000.0;21811187.0;21839377.0
2776;The Mudge Boy;1/17/2003;Crime, Drama, Romance;Sensitive, somewhat effeminate farm-boy Duncan Mudge can barely cope with grim, since Ma\'s death even gloomier father Edgar\'s manly expectations, and seeks comfort in petting a chicken he ...;800000.0;62852.0;62852.0
2777;Screen Door Jesus;3/12/2003;Comedy, Drama, Fantasy;An eclectic cast of characters intertwines and collides around themes of faith, religion and race in a small East Texas town. Screen Door Jesus tells the story of the church-going, but not ...;3000000.0;59000.0;59000.0
2778;Daltry Calhoun;9/25/2005;Comedy, Drama, Music;In small town Tennessee, a ne\'er-do-well man (Knoxville) wrestling for control over his fading golf club is reunited with his estranged daughter, a 14-year-old musical prodigy.;3000000.0;12551.0;12551.0
2779;Stateside;2/27/2004;Drama, Music, Romance;The film follows a rebellious teenager on leave from the Marines who falls in love with a female musician. The relationship is threatened when she develops a mental illness...;16000000.0;174318.0;174318.0
2781;Twist;9/28/2005;Drama;"A queer ""Oliver Twist"" update set in the hustler district of modern-day Toronto.";350000.0;47370.0;47370.0
2783;The Work and the Story;8/15/2003;Comedy;"It is July, 2000 Richard Dutcher, the man who pioneered ""Mormon Cinema"" with his film ""God\'s Army"" is MISSING and PRESUMED DEAD!! Three amateur Mormon Filmmakers: Judy Shumway, Peter ...";103000.0;3233.0;3233.0
2784;Being Julia;11/19/2004;Comedy, Drama, Romance;Set in \'30s London, the film involves stage actors and their experiences with love and revenge.;18000000.0;7739049.0;14339171.0
2785;Exorcism;4/1/2004;Horror, Thriller;In the city of angels - Los Angeles - no one is immune from the lurking spirits, neither good nor evil. As the end of time rapidly approaches, both forces have much work to do. Both sides ...;1000000.0;1303.0;1303.0
2786;Hostage;3/11/2005;Action, Crime, Drama;When a family is held hostage, former hostage negotiator Jeff Talley arrives at the scene. Talley\'s own family is kidnapped and Talley must decide which is more important: saving a family he doesn\'t even know or saving his own family.;52000000.0;34639939.0;77663556.0
2787;The Statement;2/27/2004;Thriller, Drama;Tale of a former Nazi executioner who becomes a target of hitmen and Police investigators.;27000000.0;765637.0;1079822.0
2788;The Station Agent;4/23/2004;Comedy, Drama;When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.;500000.0;5739376.0;8701337.0
2789;Monster;4/9/2004;Biography, Crime, Drama;Based on the life of;8000000.0;34469210.0;58469210.0
2790;The R.M.;1/31/2003;Comedy, Crime, Family;Jared Phelps (Kirby Heyborne) has completed two years of full-time missionary service for The Church of Jesus Christ of Latter-day Saints. His mission president has promised him that he ...;500000.0;1111615.0;1111615.0
2791;Self Medicated;6/1/2005;Biography, Drama;A pill-popping mom has her drug-abusing teen son abducted into a private intervention facility that means well.;400000.0;100610.0;100610.0
2792;Unleashed;8/19/2005;Action, Crime, Drama;A man enslaved by the mob since childhood and raised into behaving like a human attack dog escapes his captors and attempts to start a new life.;45000000.0;24537621.0;50871113.0
2795;Hangman's Curse;9/12/2003;Horror, Mystery, Thriller;Bullying students are becoming deathly ill after screaming the name of a legendary ghost. What\'s to blame? An exotic illness? An illicit drug? Or is it the supernatural? The clues are few ...;2000000.0;168406.0;168406.0
2796;Manderlay;6/3/2005;Drama;A story of slavery, set in the southern U.S. in the 1930s.;14200000.0;78378.0;674918.0
2797;Along Came Polly;2/27/2004;Comedy, Romance;A buttoned up newlywed finds his too organized life falling into chaos when he falls in love with an old classmate.;42000000.0;88097164.0;171171424.0
2798;50 First Dates;4/9/2004;Comedy, Drama, Romance;Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he\'s finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.;75000000.0;120908074.0;196482882.0
2799;The Good Shepherd;2/23/2007;Drama, History, Thriller;The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man\'s life.;90000000.0;59952835.0;100266865.0
2800;I, Robot;8/6/2004;Action, Crime, Drama;In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.;120000000.0;144801023.0;347198023.0
2801;The Lost City;5/26/2006;Drama, Romance;In Havana, Cuba in the late 1950s, a wealthy family, one of whose sons is a prominent night-club owner, is caught in the violent transition from the oppressive regime of Batista to the ...;9600000.0;2484186.0;4408011.0
2802;Un long dimanche de fiançailles;1/21/2005;Drama, Mystery, Romance;Tells the story of a young woman\'s relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.;56600000.0;6524389.0;69424389.0
2803;Arthur et les Minimoys;2/2/2007;Animation, Adventure, Family;Ten-year-old Arthur, in a bid to save his grandfather\'s house from being demolished, goes looking for some much-fabled hidden treasure in the land of the Minimoys, tiny people living in harmony with nature.;86000000.0;15132763.0;108605609.0
2804;Code 46;9/17/2004;Drama, Romance, Sci-Fi;A futuristic;7500000.0;285585.0;886018.0
2805;Connie and Carla;6/11/2004;Comedy, Crime, Music;A mob mix-up in Chicago sends two chanteuses screaming for L.A., where they score a perfect gig: posing as drag queens on the dinner theater/cabaret circuit. Things get extra-weird when a guy falls for one of the girls.;27000000.0;8085771.0;11341016.0
2806;Latter Days;7/1/2004;Comedy, Drama, Romance;A promiscuous gay party animal falls for a young Mormon missionary, leading to crisis, cliché, and catastrophe.;850000.0;834685.0;865028.0
2807;The SpongeBob SquarePants Movie;2/11/2005;Animation, Adventure, Comedy;SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune\'s stolen crown.;30000000.0;85417988.0;141035926.0
2808;Sky Captain and the World of Tomorrow;10/1/2004;Action, Adventure, Crime;After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.;70000000.0;37762677.0;57835751.0
2810;Alexander;1/7/2005;Action, Biography, Drama;Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.;155000000.0;34297191.0;167298192.0
2812;Hauru no ugoku shiro;10/21/2005;Animation, Adventure, Family;When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.;24000000.0;5576743.0;236049757.0
2815;L.A. Twister;6/30/2004;Comedy;The satirical journey of two guys in Los Angeles making their film as they go through the twisted world that is: Hollywood.;450000.0;54000.0;54000.0
2817;Suchîmubôi;7/17/2004;Animation, Action, Adventure;In 1860s Britain, a boy inventor finds himself caught in the middle of a deadly conflict over a revolutionary advance in steam power.;22000000.0;468867.0;10870198.0
2818;Superman Returns;7/14/2006;Action, Sci-Fi;Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.;270000000.0;200081192.0;391081192.0
2819;Waiting...;5/19/2006;Comedy;Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.;3000000.0;16124543.0;18637690.0
2820;The Door in the Floor;2/11/2005;Comedy, Drama;A writer\'s young assistant becomes both pawn and catalyst in his boss\'s disintegrating household.;7500000.0;3854624.0;6715067.0
2821;Gothika;4/2/2004;Horror, Mystery, Thriller;A depressed female psychiatrist wakes up as a patient in the asylum where she worked, with no memory of why she is there or what she has done.;40000000.0;59694580.0;141591324.0
2822;The Book of Mormon Movie, Volume 1: The Journey;1/12/2004;Adventure;The story of Lehi and his wife Sariah and their four sons: Laman, Lemuel, Sam, and Nephi. Lehi leaves Jerusalem because he prophesied unto the people concerning the destruction of Jerusalem...;1500000.0;1680020.0;1680020.0
2823;Breakin' All the Rules;5/14/2004;Comedy, Romance;Inspired by his fiancée (who dumped him), a man publishes a break-up hand-book for men, becoming a best-selling author in the process.;10000000.0;12264319.0;12544254.0
2824;Cheaper by the Dozen;2/13/2004;Comedy, Family;With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.;40000000.0;138614544.0;190538630.0
2825;Country of My Skull;5/7/2004;Drama, Romance;A journalist and a poetess meet during the hearings of South African Truth and Reconciliation Commission.;12000000.0;163893.0;1491434.0
2826;Eulogy;9/26/2004;Comedy, Drama;A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.;6500000.0;75076.0;89781.0
2827;Freedomland;4/28/2006;Crime, Drama, Mystery;A black police detective must solve a strange case of a kidnapped boy and deal with a big racial protest.;37665000.0;12512886.0;14655628.0
2828;King Arthur;7/30/2004;Action, Adventure, Drama;A demystified take on the tale of King Arthur and the Knights of the Round Table.;120000000.0;51882244.0;203567857.0
2829;Ladder 49;1/21/2005;Drama, Thriller;A firefighter, injured and trapped in a burning building, has flashbacks of his life as he drifts in and out of consciousness. Meanwhile, fellow firefighters led by the Chief attempt to rescue him.;55000000.0;74541707.0;100572044.0
